Entity,Relation,Action,Value
executive_officers,synonymfor,"ysynonymfor,everypromotedthing,everypromotedthing",board
memphis_international,buildinglocatedincity,"ycitycontainsbuilding,city,city",memphis
memphis_international,airportincity,"ycityhasairport,city,city",memphis
miami_international_airport,airportincity,"yairportincity,airport,city",miami
bristol_airport,airportincity,"yairportincity,airport,city",bristol
greenwich,parkincity,"yparkincity,park,city",london
austin_children_museum,museumincity,"ymuseumincity,museum,city",austin
hotel_57,hotelincity,"yhotelincity,hotel,city",new_york_city
hollywood_wax_museum,haswikipediaurl,"yhaswikipediaurl,museum,http",//en.wikipedia.org/wiki/Hollywood%20Wax%20Museum
hollywood_wax_museum,museumincity,"ymuseumincity,museum,city",los_angeles
daily_news,hasofficeincity,"nhasofficeincity,company,city",los_angeles
ford_field,stadiumlocatedincity,"ystadiumlocatedincity,stadiumoreventvenue,city",detroit
airtrain_light_rail,transportationincity,"ytransportationincity,transportation,city",new_york_city
columbia,riveremptiesintoriver,"nriveremptiesintoriver,river,river",lake_chelan
columbia,riveremptiesintoriver,"-riveremptiesintoriver,,",lake_chelan
columbia,riveremptiesintoriver,"-riveremptiesintoriver,river,skiarea",lake_chelan
the_lombardy,hotelincity,"yhotelincity,hotel,city",new_york_city
east,bookwriter,"nbookwriter,book,writer",john_steinbeck
bethesda_fountain,museumincity,"ymuseumincity,museum,city",new_york_city
economic_development_council,synonymfor,"nsynonymfor,everypromotedthing,everypromotedthing",board
kingdome,attractionofcity,"yattractionofcity,attraction,city",seattle
m_d__anderson,hospitalincity,"yhospitalincity,hospital,city",houston
quicken_loans_arena,attractionofcity,"ycityattractions,city,city",cleveland
quicken_loans_arena,buildinglocatedincity,"ycitycontainsbuilding,city,city",cleveland
san_francisco_zen_center,placeofworshippracticesreligion,"yplaceofworshippracticesreligion,placeofworship,religion",buddhism
edgar_bronfman_jr_,personbelongstoorganization,"ypersonbelongstoorganization,person,organization",warner_music
legumes,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",alfalfa
legumes,agriculturalproductincludingagriculturalproduct,"yinverseofagriculturalproductincludingagriculturalproduct,grain,grain",alfalfa
beverages,agriculturalproductincludingagriculturalproduct,"yagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",milk
oils,agriculturalproducttoattractinsect,"nagriculturalproducttoattractinsect,agriculturalproduct,insect",insects
grapefruit_juice,beveragemadefrombeverage,"ybeveragemadefrombeverage,beverage,beverage",juice
android,productinstanceof,"yproductinstanceof,product,item",systems
nexium,drugpossiblytreatsphysiologicalcondition,"ndrugpossiblytreatsphysiologicalcondition,drug,physiologicalcondition",heartburn
robert_plant,musicianinmusicartist,"nmusicartistmusician,musicartist,musicartist",zep
jeff_greenfield,personbelongstoorganization,"ypersonbelongstoorganization,person,organization",cnn
roaches,animalsuchasinvertebrate,"nanimalsuchasinvertebrate,animal,invertebrate",insects
google,competeswith,"ycompeteswith,company,company",yahoo_local
cornhuskers,teamplayssport,"nteamplayssport,sportsteam,sport",games
abraham,fatherofperson,"npersonhasfather,person,person",jesus_christ
john_mcenroe,athleteplayssport,"yathleteplayssport,athlete,sport",tennis
ivan_lendl,athletebeatathlete,"yinverseofathletebeatathlete,athlete,athlete",john_mcenroe
john_mcenroe,athletewinsawardtrophytournament,"yathletewinsawardtrophytournament,athlete,awardtrophytournament",us_open
nfl,leaguestadiums,"yleaguestadiums,sportsleague,stadiumoreventvenue",soldier_field
bill_clinton,politicianholdsoffice,"npoliticianholdsoffice,politicianus,politicaloffice",office
bill_clinton,politicianrepresentslocation,"npoliticianrepresentslocation,politicianus,stateorprovince",states
bill_clinton,personhasresidenceingeopoliticallocation,"ypersonhasresidenceingeopoliticallocation,politicianus,stateorprovince",arkansas
sachin_tendulkar,athleteplayssport,"yathleteplayssport,athlete,sport",cricket
bush,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",hillary_clinton
jewel,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",pop
roy_orbison,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",rock
tolkien,personattendsschool,"ypersonattendsschool,writer,school",oxford
lou_reed,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",rock
ricky_martin,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",pop
wham,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",pop
charlie,musicianplaysinstrument,"ninstrumentplayedbymusician,musicinstrument,musicinstrument",fiddle
pat,musicianplaysinstrument,"ninstrumentplayedbymusician,musicinstrument,musicinstrument",fiddle
bach,musicianplaysinstrument,"yinstrumentplayedbymusician,musicinstrument,musicinstrument",piano
beethoven,musicianplaysinstrument,"yinstrumentplayedbymusician,musicinstrument,musicinstrument",piano
beethoven,musicianplaysinstrument,"ymusicianplaysinstrument,musician,musicinstrument",piano
emerson_lake_palmer,musicianplaysinstrument,"yinstrumentplayedbymusician,musicinstrument,musicinstrument",piano
bush_90__,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",john_mccain
bush_90__,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",john_mccain
van_halen,musicianinmusicartist,"nmusicianinmusicartist,musician,musicartist",sammy_hagar
bush,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",rush_limbaugh
nancy_pelosi,politicianusholdsoffice,"ypoliticianusholdsoffice,politicianus,politicaloffice",speaker
abraham,parentofperson,"nparentofperson,person,person",lord
nba,organizationacronymhasname,"yorganizationnamehasacronym,sportsleague,sportsleague",national_basketball_association
anna_kournikova,athleteplayssport,"yplayers,sport,sport",tennis
dinara_safina,athleteplayssport,"yathleteplayssport,athlete,sport",tennis
lleyton_hewitt,athleteplayssport,"yathleteplayssport,athlete,sport",tennis
lleyton_hewitt,athletewinsawardtrophytournament,"yathletewinsawardtrophytournament,athlete,awardtrophytournament",us_open
marat_safin,athleteplayssport,"yathleteplayssport,athlete,sport",tennis
marat_safin,athletewinsawardtrophytournament,"yathletewinsawardtrophytournament,athlete,awardtrophytournament",australian_open
robinho,athleteplaysforteam,"nathleteplaysforteam,athlete,sportsteam",brazil
clinton,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",bush
noah,parentofperson,"yparentofperson,person,person",shem
secretary,politicianholdsoffice,"npoliticianholdsoffice,politician,politicaloffice",vice_president
western_movie_actors,actorsuchasactor,"yactorsuchasactor,actor,actor",clint_eastwood
bush,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",dick_cheney
he,persongraduatedschool,"npersongraduatedschool,person,school",auburn_university
bob_dole,politicianusmemberofpoliticalgroup,"ypoliticianusmemberofpoliticalgroup,politicianus,politicsgroup",senate
bob_dylan,musicartistgenre,"nmusicartistgenre,musicartist,musicgenre",protest
the_grateful_dead,musicartistgenre,"nmusicartistgenre,musicartist,musicgenre",jam
doc_rivers,coachesinleague,"yleaguecoaches,sportsleague,sportsleague",nba
chevy_chase,actorstarredinmovie,"yactorstarredinmovie,actor,movie",vacation
clinton,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",bill
clinton,politicianusholdsoffice,"ypoliticianusholdsoffice,politicianus,politicaloffice",presidents
immortal,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",black_metal
black_sabbath,musicianinmusicartist,"nmusicianinmusicartist,musician,musicartist",tony_iommi
sen___barack_obama,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",clinton
president,persongraduatedfromuniversity,"npersongraduatedfromuniversity,person,university",yale
alice_cooper,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",hard_rock
mitt_romney,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",clinton
mitt_romney,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",clinton
clinton,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",michael_moore
governor,personhasresidenceingeopoliticallocation,"npersonhasresidenceingeopoliticallocation,person,geopoliticallocation",massachusetts
noah,fatherofperson,"nfatherofperson,male,person",lord
clinton,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",jimmy_carter
svetlana_kuznetsova,athletebeatathlete,"yathletebeatathlete,athlete,athlete",williams
kylie,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",pop
annika_sorenstam,athleteplayssport,"yathleteplayssport,athlete,sport",golf
mlb,leaguestadiums,"yleaguestadiums,sportsleague,stadiumoreventvenue",camden_yards
john_daly,athleteplayssport,"yathleteplayssport,athlete,sport",golf
cheney,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",bush
lieberman,politicianusendorsedbypoliticianus,"ypoliticianusendorsedbypoliticianus,politicianus,politicianus",clinton
tommy_haas,athleteplayssport,"yathleteplayssport,athlete,sport",tennis
andrew_young,personleadscity,"ypersonleadscity,politician,city",atlanta
andrew_mccallum,mlauthorofsoftware,"ymlauthorofsoftware,mlauthor,mlsoftware",mallet
itzhak_perlman,musicianplaysinstrument,"yinstrumentplayedbymusician,musicinstrument,musicinstrument",violin
joshua_bell,musicianplaysinstrument,"yinstrumentplayedbymusician,musicinstrument,musicinstrument",violin
barber,musicianplaysinstrument,"nmusicianplaysinstrument,musician,musicinstrument",violin
president_chirac,politicianholdsoffice,"ypoliticianholdsoffice,politician,politicaloffice",president
john,musicianinmusicartist,"nmusicianinmusicartist,musician,musicartist",joan_baez
leonardo_boff,personhascitizenship,"ycountryhascitizen,country,country",brazil
james_hetfield,musicianplaysinstrument,"ymusicianplaysinstrument,musician,musicinstrument",guitar
nba,leaguestadiums,"ystadiumhometoleague,stadiumoreventvenue,stadiumoreventvenue",fedex_forum
balmer,worksfor,"yworksfor,person,organization",microsoft
nba,leaguestadiums,"ystadiumhometoleague,stadiumoreventvenue,stadiumoreventvenue",conseco_fieldhouse
nba,leaguestadiums,"ystadiumhometoleague,stadiumoreventvenue,stadiumoreventvenue",thomas___mack_center
ronaldinho,athletehomestadium,"nstadiumhometoathlete,stadiumoreventvenue,stadiumoreventvenue",camp_nou
theater_actors,actorsuchasactor,"nactorsuchasactor,actor,actor",raul_julia
phil_mickelson,athleteplayssport,"yathleteplayssport,athlete,sport",golf
jack_bruce,musicianinmusicartist,"ymusicianinmusicartist,musician,musicartist",cream
edwards,malemovedtostateorprovince,"nmalemovedtostateorprovince,male,stateorprovince",new_york
adam_petty,athleteplayssport,"yplayers,sport,sport",nascar
ryan_newman,athleteplayssport,"yathleteplayssport,athlete,hobby",car_racing
nascar,leaguestadiums,"yleaguestadiums,sportsleague,stadiumoreventvenue",bristol_motor_speedway
nascar,leaguestadiums,"yleaguestadiums,sportsleague,stadiumoreventvenue",bowman_gray_stadium
nascar,leaguestadiums,"yleaguestadiums,sportsleague,stadiumoreventvenue",auto_club_speedway
carl_edwards,athleteplayssport,"yathleteplayssport,athlete,hobby",car_racing
san_francisco_49ers,teamplaysinleague,"yteamplaysinleague,sportsteam,sportsleague",nfl
cory_booker,personleadscity,"ypersonleadscity,politician,city",newark
elvis,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",blues
elvis,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",blues
governor_mitt_romney,politicianholdsoffice,"ypoliticianholdsoffice,politician,politicaloffice",senator
john_g___roberts,politicianusmemberofpoliticalgroup,"ypoliticalgroupofpoliticianus,governmentorganization,governmentorganization",supreme_court
the_edge,musicianinmusicartist,"ymusicartistmusician,musicartist,musicartist",u2
good_air,subpartof,"nsubpartof,weatherphenomenon,weatherphenomenon",system
b_b__king,musicianplaysinstrument,"ymusicianplaysinstrument,musician,musicinstrument",guitar
nicole_scherzinger,musicianinmusicartist,"ymusicianinmusicartist,musician,musicartist",pussycat_dolls
mark_allen,athleteplayssport,"yplayers,sport,sport",triathlon
david_selden,marriedinyear,"ymarriedinyear,person,year",n1956
goffredo_marcaccini,personhasresidenceingeopoliticallocation,"ypersonhasresidenceingeopoliticallocation,person,geopoliticallocation",mexico
dallas_cowboys,teamwontrophy,"nteamwontrophy,sportsteam,awardtrophytournament",three_super_bowls
miami_heat,teamplaysincity,"yteamplaysincity,sportsteam,city",miami
sixers,teamplaysinleague,"yteamplaysinleague,sportsteam,sportsleague",nba
dallas_mavericks,teamplaysinleague,"yteamplaysinleague,sportsteam,sportsleague",nba
broncos,teamplaysincity,"yteamplaysincity,sportsteam,city",denver
broncos,teamplaysincity,"yteamplaysincity,sportsteam,city",denver
broncos,teamplaysincity,"yteamplaysincity,sportsteam,city",denver
dallas_mavericks,teamplaysincity,"yteamplaysincity,sportsteam,city",dallas
washington_nationals,teamplayssport,"nteamplayssport,sportsteam,sport",games
indiana_pacers,teamhomestadium,"ystadiumhometeam,stadiumoreventvenue,stadiumoreventvenue",conseco_fieldhouse
fc_barcelona,teamhomestadium,"ystadiumhometeam,stadiumoreventvenue,stadiumoreventvenue",camp_nou
astros,teamplaysincity,"yteamplaysincity,sportsteam,city",houston
sooners,teamplayssport,"yteamplayssport,sportsteam,sport",games
george_foreman,athleteplayssport,"yathleteplayssport,athlete,sport",boxing
george_foreman,athleteplayssport,"yathleteplayssport,athlete,sport",boxing
george_foreman,athleteplayssport,"yathleteplayssport,athlete,sport",boxing
george_foreman,athleteplayssport,"yathleteplayssport,athlete,sport",boxing
kurt_warner,athleteplaysinleague,"yathleteplaysinleague,athlete,sportsleague",nfl
st___louis_cardinals,teamhomestadium,"yteamhomestadium,sportsteam,stadiumoreventvenue",busch_stadium
laban,fatherofperson,"nfatherofperson,male,person",pharaoh
abraham,fatherofperson,"nfatherofperson,male,person",yahweh
charlotte_s_web,bookwriter,"ybookwriter,book,writer",e_b__white
pittsburgh_steelers,teamplaysinleague,"yteamplaysinleague,sportsteam,sportsleague",nfl
pittsburgh_steelers,teamplayssport,"nteamplayssport,sportsteam,sport",games
pittsburgh_steelers,teamplaysagainstteam,"yteamplaysagainstteam,sportsteam,sportsteam",minnesota_vikings
indians,teamplaysincity,"yteamplaysincity,sportsteam,city",cleveland
sysco,companyalsoknownas,"ycompanyalsoknownas,company,company",sysco_corp
kiro,televisionstationincity,"ytelevisionstationincity,televisionstation,city",seattle
british_gas,companyeconomicsector,"ycompanyeconomicsector,company,economicsector",energy
exxonmobil,companyeconomicsector,"ycompanyeconomicsector,company,economicsector",energy
china_mobile,companyeconomicsector,"ycompanyeconomicsector,company,economicsector",telecom
